group,title
Металлокаркас (поз.11),9
Лист 15,9
Лист 5,9
Лист 26,9
Высоконапорный водовод Ду-168х10 к.27-т.вр.к.26,9
Строительные работы основания емкости дренажной (V=8 м3) (Куст 68),9
Высоконапорный водовод Ду-168х10 (Куст 72),9
Т.31 Операторная (СС) (ПС),9
Т.С037 Инженерные сети (АС1.4.3),9
Автоматизация комплексная,9
Т.С020 Наружные сети канализации (АС),9
Монтаж основного оборудования,9
Т.7 Блок подготовки топливного газа (АС),9
Бетонная площадка (поз.103),9
В00.1 - Воздух от ресиверов,9
Площадка под электрооборудование (АС),9
Строительные работы основания  блока технологического (Куст 138),9
ПНР/поз.338/Пуско-наладочные работы (Станция насосная подпорная ПНС-2),9
Монтаж оборудования и трубопроводов (поз.19.1-19.2),9
"Приобретение и монтаж электрооборудования подстанции трансформаторной 10/0,4кВ, площадки электрооборудования ЭЦН (Куст 37)",9
"Монтаж оборудования (поз.30.1,30.2)",9
Т.42 Подстанция ПС-35кВ (АС),9
"Монтаж оборудования (поз.20.1..20,30)",9
Монтаж оборудования (поз.18.1-18.48),9
Монтаж оборудования (поз.1),9
Монтаж металлоконструкций эстакады (С142),9
Строительные работы основания (поз.1) (Куст 45),9
Нефтегазопровод. Трубопровод диаметром 114х8мм (Куст 102),9
Строительные работы основания (поз.2) (Куст 71),9
