object,group
"['Проект: ОКС 1376П - Куст-93 ОКС 1376П - Куст №93. Уровень 4', 'WBS: ОКС 1376П - Куст-93.2.3 Нефтесборные сети', 'WBS: ОКС 1376П - Куст-93.2.3.1.11 Узел задвижек 10']",12
"['Обустройство кустовой площадки (Куст 72)', '3 подэтап (Куст 72)', 'Строительные работы опор сетей инженерных (Куст 72)']",12
"['Строительно-монтажные работы', 'Т.20.1,20.3 Сепаратор факельный высокого давления', 'Т.20.1-20.3 Сепаратор факельный ВД, расширительная камера НД (АС)']",12
"['Обустройство кустовой площадки (Куст 1БИС)', '1 подэтап (Куст 1БИС)', 'Строительные работы основания подстанции трансформаторной 10/0,4кВ, площадки электрооборудования ЭЦН (Куст 1БИС)']",12
"['С037/Опоры под сети инженерные (1 этап)', 'АС/С037/Архитектурно строительные-решения (1-2 этапы)', 'Лист 10']",12
"['ОБП ВЖК.ВЖК.1.9', 'ЭОМ', 'Монтаж оборудования ЭОМ']",12
"['ОБП ВЖК.ВЖК.1.2', 'ПС', 'ПС']",12
"['Строительно-монтажные работы', 'Т.С202 Газопровод реверсного газа', 'Т.С202 Газопровод реверсного газа (АС)']",12
"['С037/Опоры под сети инженерные (1 этап)', 'АС/С037/Архитектурно строительные-решения (1-2 этапы)', 'Лист 23']",12
"['Обустройство кустовой площадки (Куст 34)', '1 подэтап (Куст 34)', 'Строительные работы опор сетей инженерных (Куст 34)']",12
"['1 этап строительства', 'Поз.303 Площадка газосепараторов', 'АС/поз.303/Архитектурно-строительные решения (Площадка газосепараторов)']",12
"['Обустройство кустовой площадки (Куст 37)', '1 подэтап (Куст 37)', 'Строительные работы основания подстанции трансформаторной 10/0,4кВ, площадки электрооборудования ЭЦН (Куст 37)']",12
"['Строительно-монтажные работы', 'Т.4.5 Блок технологический АВО газа и сепараторов', 'Т.4.5 Блок технологический АВО газа и сепараторов (АС)']",11
"['Обустройство кустовой площадки (Куст 70)', '1 подэтап (Куст 70)', 'Приобретение и монтаж электрооборудования, молниезащиты и заземления (Куст 70)']",11
"['Обустройство кустовой площадки (Куст 70)', '4 подэтап (Куст 70)', 'Строительные работы опор сетей инженерных (Куст 70)']",11
"['ОКС 108.17 - Куст №53. Уровень 4', 'Обустройство куста', 'Система электроснабжения (ЭС)']",11
"['Строительно-монтажные работы', 'Т.31 Операторная', 'Т.31 Операторная (ОС)']",11
"['ОБП ВЖК.ГП', 'АС', 'Устройство свайного поля']",11
"['Строительно-монтажные работы', 'Т.5.1,5.3,5.4 Блок компрессорного агрегата низкого давления', 'Т.5.1,5.3,5.4 Блок компрессорного агрегата низкого давления (АС)']",11
"['Обустройство кустовой площадки (Куст 70)', '8 подэтап (Куст 70)', 'Строительные работы опор сетей инженерных (Куст 70)']",11
"['(Т.11) СИКН', 'Отопление (ВР) (поз.11)', 'Монтаж отпления (поз.11)']",11
"['Строительно-монтажные работы', 'Т.8190 Инженерные сети (до ЦПС)-Ц-С037-АС16', 'Т.8190 Инженерные сети (до ЦПС)-Ц-С037-АС16 (Устройство свайного основания)']",11
"['Установка предварительного сброса воды 4 ур', 'Поз.338 Станция насосная подпорная ПНС-2', 'АС/поз.338/Архитектурно-строительные решения']",11
"['2-я очередь', 'Поз.200.1 Газотурбинный энергоагрегат', 'Поз. 200.1/АС2 /Архитектурно-строительные решения (ЛОТ № 1)']",11
